"List of Candidates. The file was created on Thursday, September 2, 2021."										
Liste des candidats. Le fichier a été créé le jeudi 2 septembre 2021.										
										
Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation  / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35078	Ottawa--Vanier	Ottawa--Vanier	Liberal Party of Canada	Parti libéral du Canada	Fortier	Mona		(613) 230-8031	26-Aug-21	9:30:00
35078	Ottawa--Vanier	Ottawa--Vanier	New Democratic Party	Nouveau Parti démocratique	Inamuco	Lyse-Pascale			29-Aug-21	2:30:00
35078	Ottawa--Vanier	Ottawa--Vanier	Conservative Party of Canada	Parti conservateur du Canada	Jensen	Heidi		(613) 296-1256	26-Aug-21	9:00:00
35078	Ottawa--Vanier	Ottawa--Vanier	Independent	Indépendant(e)	Leriche	Marie-Chantal TaiEl		(613) 712-3777	30-Aug-21	6:00:00
35078	Ottawa--Vanier	Ottawa--Vanier	Green Party of Canada	Le Parti Vert du Canada	Proulx	Christian		(613) 741-9883	29-Aug-21	2:00:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	New Democratic Party	Nouveau Parti démocratique	Hameed	Yavar		(343) 988-5727	28-Aug-21	6:30:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Conservative Party of Canada	Parti conservateur du Canada	Jennekens	Jennifer		(343) 308-0427	25-Aug-21	10:00:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Mulligan	Sean		(819) 210-9195	24-Aug-21	11:18:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Green Party of Canada	Le Parti Vert du Canada	Stibbe	David		(613) 866-7417	30-Aug-21	12:30:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Liberal Party of Canada	Parti libéral du Canada	Vandenbeld	Anita		(613) 726-1196	27-Aug-21	12:00:00
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	People's Party of Canada	Parti populaire du Canada	Yeo	David		(613) 797-1479	30-Aug-21	1:45:00
35080	Oxford	Oxford	New Democratic Party	Nouveau Parti démocratique	Chambers	Matthew			27-Aug-21	9:00:00
35080	Oxford	Oxford	Conservative Party of Canada	Parti conservateur du Canada	MacKenzie	Dave			21-Aug-21	2:30:00
35080	Oxford	Oxford	People's Party of Canada	Parti populaire du Canada	Martin	Wendy		(519) 758-6853	30-Aug-21	6:30:00
35080	Oxford	Oxford	Liberal Party of Canada	Parti libéral du Canada	Quinto	Elizabeth			29-Aug-21	4:30:00
35080	Oxford	Oxford	Green Party of Canada	Le Parti Vert du Canada	Reid	Bob		(519) 504-7474	22-Aug-21	2:30:00
35080	Oxford	Oxford	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Scovil	Allen			29-Aug-21	4:30:00
35081	Parkdale--High Park	Parkdale--High Park	People's Party of Canada	Parti populaire du Canada	Danzinger	Wilfried Richard Alexander		(226) 505-2401	29-Aug-21	5:00:00
35081	Parkdale--High Park	Parkdale--High Park	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	Lorne		(613) 792-4475	30-Aug-21	2:30:00
35081	Parkdale--High Park	Parkdale--High Park	Green Party of Canada	Le Parti Vert du Canada	Marchand-Lafortune	Diem			28-Aug-21	6:00:00
35081	Parkdale--High Park	Parkdale--High Park	Marijuana Party	Parti Marijuana	Parker	Terry			25-Aug-21	6:30:00
35081	Parkdale--High Park	Parkdale--High Park	Conservative Party of Canada	Parti conservateur du Canada	Sanajko	Nestor			27-Aug-21	3:30:00
35081	Parkdale--High Park	Parkdale--High Park	New Democratic Party	Nouveau Parti démocratique	Taylor	Paul		(416) 792-7285	22-Aug-21	7:30:00
35081	Parkdale--High Park	Parkdale--High Park	Liberal Party of Canada	Parti libéral du Canada	Virani	Arif		(416) 901-2743	23-Aug-21	7:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Conservative Party of Canada	Parti conservateur du Canada	Aitchison	Scott		(705) 751-2583	24-Aug-21	10:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	National Citizens Alliance of Canada	Alliance Nationale des Citoyens du Canada	Fawcett	James			30-Aug-21	9:30:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	New Democratic Party	Nouveau Parti démocratique	Hay	Heather		(705) 535-0351	26-Aug-21	11:30:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Green Party of Canada	Le Parti Vert du Canada	Mantha	Marc		(705) 801-6771	29-Aug-21	6:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Liberal Party of Canada	Parti libéral du Canada	Nicoyishakiye	Jovanie			28-Aug-21	11:30:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	Independent	Indépendant(e)	Predie Jr	Daniel			28-Aug-21	12:00:00
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	People's Party of Canada	Parti populaire du Canada	Tole	James			21-Aug-21	7:30:00
35083	Perth--Wellington	Perth--Wellington	People's Party of Canada	Parti populaire du Canada	Baker	Wayne			27-Aug-21	12:00:00
35083	Perth--Wellington	Perth--Wellington	Liberal Party of Canada	Parti libéral du Canada	Knight	Brendan		(226) 766-8266	28-Aug-21	8:30:00
35083	Perth--Wellington	Perth--Wellington	New Democratic Party	Nouveau Parti démocratique	Kruchkywich	Kevin		(519) 305-8683	26-Aug-21	1:00:00
35083	Perth--Wellington	Perth--Wellington	Conservative Party of Canada	Parti conservateur du Canada	Nater	John		(519) 508-2019	23-Aug-21	10:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Independent	Indépendant(e)	Bowers	Robert M.			28-Aug-21	3:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Conservative Party of Canada	Parti conservateur du Canada	Ferreri	Michelle			25-Aug-21	12:00:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	New Democratic Party	Nouveau Parti démocratique	Lachica	Joy			26-Aug-21	1:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	People's Party of Canada	Parti populaire du Canada	Lawton	Paul		(705) 868-4751	27-Aug-21	3:00:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Liberal Party of Canada	Parti libéral du Canada	Monsef	Maryam			27-Aug-21	1:30:00
35084	Peterborough--Kawartha	Peterborough--Kawartha	Green Party of Canada	Le Parti Vert du Canada	White	Chanté			26-Aug-21	5:00:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	People's Party of Canada	Parti populaire du Canada	Chisu	Corneliu		(647) 880-3426	30-Aug-21	12:30:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	New Democratic Party	Nouveau Parti démocratique	Higdon	Eileen		(647) 216-0115	30-Aug-21	12:05:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	Conservative Party of Canada	Parti conservateur du Canada	Mantle	Jacob		(289) 207-5255	25-Aug-21	11:00:00
35085	Pickering--Uxbridge	Pickering--Uxbridge	Liberal Party of Canada	Parti libéral du Canada	O'Connell	Jennifer		(647) 946-5310	22-Aug-21	7:15:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	People's Party of Canada	Parti populaire du Canada	Ainsworth	David		(613) 581-3874	27-Aug-21	6:30:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Conservative Party of Canada	Parti conservateur du Canada	Gallant	Cheryl		(613) 732-9340	23-Aug-21	2:00:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Independent	Indépendant(e)	Klietsch	Stefan			30-Aug-21	8:00:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Green Party of Canada	Le Parti Vert du Canada	Lariviere	Michael		(613) 732-5852	25-Aug-21	3:30:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Liberal Party of Canada	Parti libéral du Canada	Mills	Cyndi		(613) 281-7822	27-Aug-21	3:30:00
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	New Democratic Party	Nouveau Parti démocratique	Primeau	Jodie		(613) 294-8017	24-Aug-21	4:30:00
35087	Richmond Hill	Richmond Hill	New Democratic Party	Nouveau Parti démocratique	DeVita	Adam		(647) 260-1010	24-Aug-21	7:30:00
35087	Richmond Hill	Richmond Hill	Independent	Indépendant(e)	DiPaola	Charity			25-Aug-21	4:30:00
35087	Richmond Hill	Richmond Hill	Liberal Party of Canada	Parti libéral du Canada	Jowhari	Majid		(647) 948-3010	24-Aug-21	1:00:00
35087	Richmond Hill	Richmond Hill	Independent	Indépendant(e)	Keller	Angelika			29-Aug-21	8:00:00
35087	Richmond Hill	Richmond Hill	Conservative Party of Canada	Parti conservateur du Canada	Menegakis	Costas		(416) 970-5799	25-Aug-21	8:30:00
35087	Richmond Hill	Richmond Hill	People's Party of Canada	Parti populaire du Canada	Tvorogov	Igor			26-Aug-21	12:00:00
35088	Carleton	Carleton	People's Party of Canada	Parti populaire du Canada	Crawley	Peter			27-Aug-21	6:30:00
35088	Carleton	Carleton	Green Party of Canada	Le Parti Vert du Canada	Dookeran	Nira			29-Aug-21	8:30:00
35088	Carleton	Carleton	New Democratic Party	Nouveau Parti démocratique	Hua	Kevin			28-Aug-21	1:30:00
35088	Carleton	Carleton	Conservative Party of Canada	Parti conservateur du Canada	Poilievre	Pierre		(613) 831-3055	21-Aug-21	12:00:00
35088	Carleton	Carleton	Liberal Party of Canada	Parti libéral du Canada	Roy	Gustave		(343) 775-2014	25-Aug-21	2:30:00
35089	St. Catharines	St. Catharines	Liberal Party of Canada	Parti libéral du Canada	Bittle	Chris		(289) 434-6006	26-Aug-21	12:00:00
35089	St. Catharines	St. Catharines	People's Party of Canada	Parti populaire du Canada	Hahn	Rebecca			23-Aug-21	6:30:00
35089	St. Catharines	St. Catharines	New Democratic Party	Nouveau Parti démocratique	McLennon	Trecia		(365) 880-8229	24-Aug-21	10:30:00
35089	St. Catharines	St. Catharines	Green Party of Canada	Le Parti Vert du Canada	Rhodes	Catharine			23-Aug-21	6:00:00
35089	St. Catharines	St. Catharines	Conservative Party of Canada	Parti conservateur du Canada	Waler	Krystina			19-Aug-21	7:00:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Liberal Party of Canada	Parti libéral du Canada	Bennett	Carolyn		(647) 417-6936	21-Aug-21	12:00:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	New Democratic Party	Nouveau Parti démocratique	Coles	Sidney			20-Aug-21	7:00:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Green Party of Canada	Le Parti Vert du Canada	De Luna	Phil		(437) 291-4077	20-Aug-21	7:30:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	Conservative Party of Canada	Parti conservateur du Canada	Osadchuk	Stephanie		(647) 478-9055	28-Aug-21	1:30:00
35090	Toronto--St. Paul's	Toronto--St. Paul's	People's Party of Canada	Parti populaire du Canada	Remedios	Peter		(437) 991-0811	25-Aug-21	8:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	Green Party of Canada	Le Parti Vert du Canada	Bunko	Stefanie			30-Aug-21	12:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	People's Party of Canada	Parti populaire du Canada	Everaert	Brian		(306) 836-3237	27-Aug-21	6:45:00
35091	Sarnia--Lambton	Sarnia--Lambton	Conservative Party of Canada	Parti conservateur du Canada	Gladu	Marilyn		(519) 704-0190	26-Aug-21	12:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	New Democratic Party	Nouveau Parti démocratique	Kilner	Adam			26-Aug-21	12:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Laird	Tom			25-Aug-21	12:00:00
35091	Sarnia--Lambton	Sarnia--Lambton	Liberal Party of Canada	Parti libéral du Canada	Nantais	Lois			30-Aug-21	12:00:00
35092	Sault Ste. Marie	Sault Ste. Marie	People's Party of Canada	Parti populaire du Canada	Makowski	Kasper		(705) 255-7422	29-Aug-21	7:00:00
35092	Sault Ste. Marie	Sault Ste. Marie	New Democratic Party	Nouveau Parti démocratique	Morin-Strom	Marie		(705) 989-8306	26-Aug-21	5:00:00
35092	Sault Ste. Marie	Sault Ste. Marie	Liberal Party of Canada	Parti libéral du Canada	Sheehan	Terry		(705) 759-2855	28-Aug-21	2:30:00
35092	Sault Ste. Marie	Sault Ste. Marie	Conservative Party of Canada	Parti conservateur du Canada	Spina	Sonny		(705) 206-6680	25-Aug-21	7:00:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Green Party of Canada	Le Parti Vert du Canada	Balasingham	Arjun			28-Aug-21	10:00:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Conservative Party of Canada	Parti conservateur du Canada	Johnson	Mark		(416) 276-2525	27-Aug-21	6:00:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	New Democratic Party	Nouveau Parti démocratique	Julius	Larisa		(416) 803-9528	28-Aug-21	10:30:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	People's Party of Canada	Parti populaire du Canada	Muraven	Eric		(416) 706-8097	30-Aug-21	4:30:00
35093	Scarborough--Agincourt	Scarborough--Agincourt	Liberal Party of Canada	Parti libéral du Canada	Yip	Jean		(647) 428-1876	26-Aug-21	6:00:00
35094	Scarborough Centre	Scarborough-Centre	New Democratic Party	Nouveau Parti démocratique	Kamal	Faiz			28-Aug-21	3:30:00
35094	Scarborough Centre	Scarborough-Centre	National Citizens Alliance of Canada	Alliance Nationale des Citoyens du Canada	Mathew	Aylwin T			29-Aug-21	7:00:00
35094	Scarborough Centre	Scarborough-Centre	Conservative Party of Canada	Parti conservateur du Canada	Ponnayan	Malcolm		(647) 956-6023	26-Aug-21	9:00:00
35094	Scarborough Centre	Scarborough-Centre	People's Party of Canada	Parti populaire du Canada	Rozoveanu	Petru			29-Aug-21	6:30:00
35094	Scarborough Centre	Scarborough-Centre	Liberal Party of Canada	Parti libéral du Canada	Zahid	Salma		(416) 479-4150	26-Aug-21	9:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	People's Party of Canada	Parti populaire du Canada	Bountrogiannis	James		(905) 718-7355	26-Aug-21	3:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Independent	Indépendant(e)	Clarke	Kevin		(647) 745-2768	27-Aug-21	8:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Independent	Indépendant(e)	Day	Opa			26-Aug-21	9:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Centrist Party of Canada	Parti Centriste du Canada	Khan	Aslam			25-Aug-21	9:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Liberal Party of Canada	Parti libéral du Canada	McKay	John			23-Aug-21	7:00:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	New Democratic Party	Nouveau Parti démocratique	SPENCER	MICHELLE			25-Aug-21	8:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Canadian Nationalist Party	Parti Nationaliste Canadien	Stefanis	Gus			29-Aug-21	5:30:00
35095	Scarborough--Guildwood	Scarborough--Guildwood	Conservative Party of Canada	Parti conservateur du Canada	Wilson	Carmen			24-Aug-21	7:30:00
35096	Scarborough North	Scarborough-Nord	Liberal Party of Canada	Parti libéral du Canada	Chen	Shaun		(416) 613-1207	28-Aug-21	8:30:00
35096	Scarborough North	Scarborough-Nord	Centrist Party of Canada	Parti Centriste du Canada	Khan	Sheraz			28-Aug-21	6:30:00
35096	Scarborough North	Scarborough-Nord	New Democratic Party	Nouveau Parti démocratique	Love	Christina			30-Aug-21	6:30:00
35096	Scarborough North	Scarborough-Nord	People's Party of Canada	Parti populaire du Canada	Moore	David			30-Aug-21	4:30:00
35096	Scarborough North	Scarborough-Nord	Conservative Party of Canada	Parti conservateur du Canada	SHAH	FAZAL		(416) 450-8035	28-Aug-21	3:30:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	Liberal Party of Canada	Parti libéral du Canada	Anandasangaree	Gary		(647) 910-4279	20-Aug-21	12:00:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	Conservative Party of Canada	Parti conservateur du Canada	Choudhary	Zia		(647) 678-6032	26-Aug-21	12:00:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	New Democratic Party	Nouveau Parti démocratique	Kwok	Kingsley		(416) 835-3377	29-Aug-21	11:00:00
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	People's Party of Canada	Parti populaire du Canada	Rehman	Asad		(647) 606-0960	29-Aug-21	11:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Arale	Guled		(437) 335-9746	27-Aug-21	2:00:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Bhuiyan	Mohsin		(416) 901-8683	25-Aug-21	4:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Blair	Bill			26-Aug-21	9:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Cain	Amanda			28-Aug-21	7:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	People's Party of Canada	Parti populaire du Canada	Pache	Ramona			29-Aug-21	3:30:00
35098	Scarborough Southwest	Scarborough-Sud-Ouest	Independent	Indépendant(e)	Poon	David Edward-Ooi		(437) 888-5940	30-Aug-21	3:00:00
35099	Simcoe--Grey	Simcoe--Grey	Green Party of Canada	Le Parti Vert du Canada	Clayton	Nicholas			28-Aug-21	8:00:00
35099	Simcoe--Grey	Simcoe--Grey	Conservative Party of Canada	Parti conservateur du Canada	Dowdall	Terry			21-Aug-21	4:30:00
35099	Simcoe--Grey	Simcoe--Grey	New Democratic Party	Nouveau Parti démocratique	Gillies	Lucas			26-Aug-21	10:30:00
35099	Simcoe--Grey	Simcoe--Grey	People's Party of Canada	Parti populaire du Canada	Minatel	Adam			25-Aug-21	8:00:00
35099	Simcoe--Grey	Simcoe--Grey	Liberal Party of Canada	Parti libéral du Canada	Munro	Bren		(705) 532-1144	27-Aug-21	3:30:00
35099	Simcoe--Grey	Simcoe--Grey	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Stouffer	Ken			24-Aug-21	3:00:00
35100	Simcoe North	Simcoe-Nord	Green Party of Canada	Le Parti Vert du Canada	Brooks	Krystal		(705) 345-6288	26-Aug-21	12:44:00
35100	Simcoe North	Simcoe-Nord	Conservative Party of Canada	Parti conservateur du Canada	Chambers	Adam		1 866 872-6606	26-Aug-21	12:44:00
35100	Simcoe North	Simcoe-Nord	New Democratic Party	Nouveau Parti démocratique	Durnford	Janet-Lynne			23-Aug-21	8:00:00
35100	Simcoe North	Simcoe-Nord	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Emo	Russ		(705) 325-3902	27-Aug-21	11:30:00
35100	Simcoe North	Simcoe-Nord	People's Party of Canada	Parti populaire du Canada	Makk	Stephen			23-Aug-21	1:30:00
35100	Simcoe North	Simcoe-Nord	Liberal Party of Canada	Parti libéral du Canada	Wesley-Esquimaux	Cynthia			26-Aug-21	10:08:00
35101	Spadina--Fort York	Spadina--Fort York	New Democratic Party	Nouveau Parti démocratique	Di Pasquale	Norm		(647) 763-2560	25-Aug-21	1:30:00
35101	Spadina--Fort York	Spadina--Fort York	Conservative Party of Canada	Parti conservateur du Canada	Jandu	Sukhi		(647) 483-1431	29-Aug-21	7:00:00
35101	Spadina--Fort York	Spadina--Fort York	People's Party of Canada	Parti populaire du Canada	Roden	Ian		(289) 253-8533	27-Aug-21	12:00:00
35101	Spadina--Fort York	Spadina--Fort York	Green Party of Canada	Le Parti Vert du Canada	Rosenstock	Amanda		(647) 774-1164	26-Aug-21	11:30:00
35101	Spadina--Fort York	Spadina--Fort York	Liberal Party of Canada	Parti libéral du Canada	Vuong	Kevin		(647) 910-8683	25-Aug-21	10:30:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	People's Party of Canada	Parti populaire du Canada	Anber	David			30-Aug-21	7:30:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Conservative Party of Canada	Parti conservateur du Canada	Duncan	Eric		(855) 505-3742	25-Aug-21	3:30:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	New Democratic Party	Nouveau Parti démocratique	Kennedy	Trevor			29-Aug-21	6:30:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Liberal Party of Canada	Parti libéral du Canada	Moquin	Denis		(613) 933-4803	28-Aug-21	5:30:00
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Green Party of Canada	Le Parti Vert du Canada	Warnock	Jeanie		(343) 262-2221	27-Aug-21	3:30:00
35103	Sudbury	Sudbury	Liberal Party of Canada	Parti libéral du Canada	LaPointe	Viviane			24-Aug-21	12:30:00
35103	Sudbury	Sudbury	People's Party of Canada	Parti populaire du Canada	Methé	Colette Andréa			28-Aug-21	8:00:00
35103	Sudbury	Sudbury	Independent	Indépendant(e)	Popescu	J. David		(705) 688-1302	30-Aug-21	6:30:00
35103	Sudbury	Sudbury	Green Party of Canada	Le Parti Vert du Canada	Robinson	David Robert			29-Aug-21	6:00:00
35103	Sudbury	Sudbury	Conservative Party of Canada	Parti conservateur du Canada	Symington	Ian			26-Aug-21	1:00:00
35103	Sudbury	Sudbury	New Democratic Party	Nouveau Parti démocratique	Verrelli	Nadia		(705) 920-0655	26-Aug-21	11:00:00
35104	Thornhill	Thornhill	Liberal Party of Canada	Parti libéral du Canada	Gladstone	Gary		(289) 588-9750	20-Aug-21	9:30:00
35104	Thornhill	Thornhill	People's Party of Canada	Parti populaire du Canada	Greenfield	Samuel		(647) 385-9173	23-Aug-21	10:30:00
35104	Thornhill	Thornhill	Conservative Party of Canada	Parti conservateur du Canada	Lantsman	Melissa		(289) 459-1308	23-Aug-21	6:30:00
